Nombre_Articulo,Nombre_Producto,Nombre_Color,PeriodoMes,Tipo,Unidades,Valor_USD
Lavamano,LAVAMANOS ASPIO PLUS BLANCO,BLANCO,202002,Esporadico,3,83.27
Lavamano,LAVAMANOS ASPIO PLUS BLANCO,BLANCO,202007,Esporadico,3,84.7
Lavamano,LAVAMANOS ASPIO PLUS BLANCO,BLANCO,202009,Esporadico,3,89.06
Lavamano,LAVAMANOS ASPIO PLUS BLANCO,BLANCO,202010,Esporadico,8,215.45
Lavamano,LAVAMANOS ASPIO PLUS BLANCO,BLANCO,202012,Esporadico,7,187.45
Lavamano,LAVAMANOS ASPIO PLUS BONE,BONE,202007,Esporadico,6,173.76
Lavamano,LAVAMANOS ASPIO PLUS BONE,BONE,202012,Esporadico,2,63.72
Lavamano,LAVAMANOS BILBAO CPEDST VERDE TEAL,VERDE TEAL,202003,Esporadico,2,50.97
Lavamano,LAVAMANOS BILBAO CPEDST VERDE TEAL,VERDE TEAL,202006,Esporadico,1,27.2
Lavamano,LAVAMANOS CHELSEA AZUL GALAXIE,AZUL GALAXIE,202001,Continuo,27,425.75
Lavamano,LAVAMANOS CHELSEA AZUL GALAXIE,AZUL GALAXIE,202002,Continuo,28,479.99
Lavamano,LAVAMANOS CHELSEA AZUL GALAXIE,AZUL GALAXIE,202003,Continuo,14,233.89
Lavamano,LAVAMANOS CHELSEA AZUL GALAXIE,AZUL GALAXIE,202005,Continuo,1,17.05
Lavamano,LAVAMANOS CHELSEA AZUL GALAXIE,AZUL GALAXIE,202006,Continuo,12,208.65
Lavamano,LAVAMANOS CHELSEA AZUL GALAXIE,AZUL GALAXIE,202007,Continuo,8,138.45
Lavamano,LAVAMANOS CHELSEA AZUL GALAXIE,AZUL GALAXIE,202008,Continuo,12,205.24
Lavamano,LAVAMANOS CHELSEA AZUL GALAXIE,AZUL GALAXIE,202009,Continuo,20,348.99
Lavamano,LAVAMANOS CHELSEA AZUL GALAXIE,AZUL GALAXIE,202010,Continuo,16,294.71
Lavamano,LAVAMANOS CHELSEA AZUL GALAXIE,AZUL GALAXIE,202011,Continuo,8,133.07
Lavamano,LAVAMANOS CHELSEA AZUL GALAXIE,AZUL GALAXIE,202012,Continuo,4,71.72
Lavamano,LAVAMANOS CHELSEA BONE,BONE,202001,Continuo,24,334.99
Lavamano,LAVAMANOS CHELSEA BONE,BONE,202002,Continuo,17,241.75
Lavamano,LAVAMANOS CHELSEA BONE,BONE,202003,Continuo,3,50.04
Lavamano,LAVAMANOS CHELSEA BONE,BONE,202005,Continuo,3,39.83
Lavamano,LAVAMANOS CHELSEA BONE,BONE,202006,Continuo,2,33.6
Lavamano,LAVAMANOS CHELSEA BONE,BONE,202007,Continuo,10,160.19
Lavamano,LAVAMANOS CHELSEA BONE,BONE,202008,Continuo,13,217.59
Lavamano,LAVAMANOS CHELSEA BONE,BONE,202009,Continuo,9,142.47
Lavamano,LAVAMANOS CHELSEA BONE,BONE,202010,Continuo,1,21.68
Lavamano,LAVAMANOS CHELSEA BONE,BONE,202011,Continuo,12,154.83
Lavamano,LAVAMANOS CHELSEA BONE,BONE,202012,Continuo,3,55.69
Lavamano,LAVAMANOS CHELSEA CHERRY,CHERRY,202001,Continuo,27,504.71
Lavamano,LAVAMANOS CHELSEA CHERRY,CHERRY,202002,Continuo,4,89.9
Lavamano,LAVAMANOS CHELSEA CHERRY,CHERRY,202003,Continuo,6,110.48
Lavamano,LAVAMANOS CHELSEA CHERRY,CHERRY,202005,Continuo,1,20.16
Lavamano,LAVAMANOS CHELSEA CHERRY,CHERRY,202006,Continuo,13,245.24
Lavamano,LAVAMANOS CHELSEA CHERRY,CHERRY,202007,Continuo,26,439.12
Lavamano,LAVAMANOS CHELSEA CHERRY,CHERRY,202008,Continuo,12,246.01
Lavamano,LAVAMANOS CHELSEA CHERRY,CHERRY,202009,Continuo,2,36.7
Lavamano,LAVAMANOS CHELSEA CHERRY,CHERRY,202010,Continuo,17,324.98
Lavamano,LAVAMANOS CHELSEA CHERRY,CHERRY,202011,Continuo,7,136.58
Lavamano,LAVAMANOS CHELSEA CHERRY,CHERRY,202012,Continuo,9,171.04
Lavamano,LAVAMANOS CHELSEA NAVY BLUE,NAVY BLUE,202001,Continuo,12,231.17
Lavamano,LAVAMANOS CHELSEA NAVY BLUE,NAVY BLUE,202002,Continuo,5,91.73
Lavamano,LAVAMANOS CHELSEA NAVY BLUE,NAVY BLUE,202003,Continuo,4,78.89
Lavamano,LAVAMANOS CHELSEA NAVY BLUE,NAVY BLUE,202006,Continuo,5,95.16
Lavamano,LAVAMANOS CHELSEA NAVY BLUE,NAVY BLUE,202007,Continuo,7,147.25
Lavamano,LAVAMANOS CHELSEA NAVY BLUE,NAVY BLUE,202008,Continuo,31,589.61
Lavamano,LAVAMANOS CHELSEA NAVY BLUE,NAVY BLUE,202009,Continuo,,
Lavamano,LAVAMANOS CHELSEA NAVY BLUE,NAVY BLUE,202010,Continuo,12,243.2
Lavamano,LAVAMANOS CHELSEA NAVY BLUE,NAVY BLUE,202012,Continuo,2,44.01
Lavamano,LAVAMANOS CHELSEA NEGRO,NEGRO,202001,Esporadico,5,104.37
Lavamano,LAVAMANOS CHELSEA NEGRO,NEGRO,202002,Esporadico,,
Lavamano,LAVAMANOS CHELSEA NEGRO,NEGRO,202003,Esporadico,2,44.01
Lavamano,LAVAMANOS CHELSEA NEGRO,NEGRO,202006,Esporadico,2,37.64
Lavamano,LAVAMANOS CHELSEA NEGRO,NEGRO,202007,Esporadico,7,125.34
Lavamano,LAVAMANOS CHELSEA NEGRO,NEGRO,202008,Esporadico,0,40.76
Lavamano,LAVAMANOS CHELSEA NEGRO,NEGRO,202009,Esporadico,6,110.07
Lavamano,LAVAMANOS CHELSEA NEGRO,NEGRO,202010,Esporadico,19,77.03
Lavamano,LAVAMANOS CHELSEA NEGRO,NEGRO,202011,Esporadico,2,36.7
Lavamano,LAVAMANOS CHELSEA NEGRO,NEGRO,202012,Esporadico,0,38.51
Lavamano,LAVAMANOS CHELSEA PINK,PINK,202001,Esporadico,8,139.83
Lavamano,LAVAMANOS CHELSEA PINK,PINK,202002,Esporadico,14,237.3
Lavamano,LAVAMANOS CHELSEA PINK,PINK,202003,Esporadico,2,35.51
Lavamano,LAVAMANOS CHELSEA PINK,PINK,202006,Esporadico,7,129.71
Lavamano,LAVAMANOS CHELSEA PINK,PINK,202007,Esporadico,9,165.7
Lavamano,LAVAMANOS CHELSEA PINK,PINK,202008,Esporadico,6,95.65
Lavamano,LAVAMANOS CHELSEA PINK,PINK,202009,Esporadico,3,65.04
Lavamano,LAVAMANOS CHELSEA PINK,PINK,202010,Esporadico,3,55.77
Lavamano,LAVAMANOS CHELSEA PINK,PINK,202011,Esporadico,2,35.01
Lavamano,LAVAMANOS CHELSEA PINK,PINK,202012,Esporadico,1,21.68
Lavamano,LAVAMANOS CHELSEA VERDE TEAL,VERDE TEAL,202001,Esporadico,11,204.64
Lavamano,LAVAMANOS CHELSEA VERDE TEAL,VERDE TEAL,202002,Esporadico,2,40.32
Lavamano,LAVAMANOS CHELSEA VERDE TEAL,VERDE TEAL,202003,Esporadico,3,62.76
Lavamano,LAVAMANOS CHELSEA VERDE TEAL,VERDE TEAL,202006,Esporadico,4,79.84
Lavamano,LAVAMANOS CHELSEA VERDE TEAL,VERDE TEAL,202007,Esporadico,12,225.69
Lavamano,LAVAMANOS CHELSEA VERDE TEAL,VERDE TEAL,202008,Esporadico,12,233.72
Lavamano,LAVAMANOS CHELSEA VERDE TEAL,VERDE TEAL,202009,Esporadico,1,20.16
Lavamano,LAVAMANOS CHELSEA VERDE TEAL,VERDE TEAL,202010,Esporadico,11,165.12
Lavamano,LAVAMANOS CHELSEA VERDE TEAL,VERDE TEAL,202011,Esporadico,2,40.33
Lavamano,LAVAMANOS CHELSEA VERDE TEAL,VERDE TEAL,202012,Esporadico,6,111.89
Lavamano,LAVAMANOS CHELSEA VISON,VISON SUR,202001,Esporadico,13,220.55
Lavamano,LAVAMANOS CHELSEA VISON,VISON SUR,202002,Esporadico,8,149.18
Lavamano,LAVAMANOS CHELSEA VISON,VISON SUR,202003,Esporadico,2,43.36
Lavamano,LAVAMANOS CHELSEA VISON,VISON SUR,202006,Esporadico,1,16.68
Lavamano,LAVAMANOS CHELSEA VISON,VISON SUR,202007,Esporadico,,
Lavamano,LAVAMANOS CHELSEA VISON,VISON SUR,202008,Esporadico,13,55.41
Lavamano,LAVAMANOS CHELSEA VISON,VISON SUR,202009,Esporadico,8,149.99
Lavamano,LAVAMANOS CHELSEA VISON,VISON SUR,202010,Esporadico,5,93.77
Lavamano,LAVAMANOS CHELSEA VISON,VISON SUR,202012,Esporadico,1,21.68
Lavamano,LAVAMANOS MILLENIUM BLANCO,BLANCO,202010,Esporadico,1,47.32
Lavamano,LAVAMANOS MILLENIUM BLANCO,BLANCO,202012,Esporadico,64,2376.02
Lavamano,LAVAMANOS MILLENIUM CON CARRIER BLANCO,BLANCO,202002,Esporadico,4,519.65
Lavamano,LAVAMANOS MILLENIUM CON CARRIER BLANCO,BLANCO,202006,Esporadico,2,283.07
Lavamano,LAVAMANOS MILLENIUM CON CARRIER BLANCO,BLANCO,202008,Esporadico,2,285.81
Lavamano,LAVAMANOS MILLENIUM CON CARRIER BLANCO,BLANCO,202010,Esporadico,188,21166.92
Lavamano,LAVAMANOS POMPANO PLUS BONE,BONE,202001,Esporadico,3,74.85
Lavamano,LAVAMANOS POMPANO PLUS BONE,BONE,202002,Esporadico,4,96.8
Lavamano,LAVAMANOS POMPANO PLUS BONE,BONE,202003,Esporadico,1,24.2
Lavamano,LAVAMANOS POMPANO PLUS BONE,BONE,202006,Esporadico,1,28.62
Lavamano,LAVAMANOS POMPANO PLUS BONE,BONE,202007,Esporadico,11,269.17
Lavamano,LAVAMANOS POMPANO PLUS BONE,BONE,202008,Esporadico,2,47.67
Lavamano,LAVAMANOS POMPANO PLUS BONE,BONE,202010,Esporadico,1,28.62
Lavamano,LAVAMANOS POMPANO PLUS BONE,BONE,202011,Esporadico,1,28.62
Lavamano,LAVAMANOS POMPANO PLUS BONE,BONE,202012,Esporadico,0,57.24
Lavamano,LAVAMANOS POMPANO PLUS NAVY BLUE,NAVY BLUE,202002,Esporadico,2,58.1
Lavamano,LAVAMANOS SHELBY DRESDEN BLUE,DRESDEN BLUE,202001,Continuo,564,4978.37
Lavamano,LAVAMANOS SHELBY DRESDEN BLUE,DRESDEN BLUE,202002,Continuo,212,1900.2
Lavamano,LAVAMANOS SHELBY DRESDEN BLUE,DRESDEN BLUE,202003,Continuo,176,1597.04
Lavamano,LAVAMANOS SHELBY DRESDEN BLUE,DRESDEN BLUE,202005,Continuo,91,814.28
Lavamano,LAVAMANOS SHELBY DRESDEN BLUE,DRESDEN BLUE,202006,Continuo,708,6155.08
Lavamano,LAVAMANOS SHELBY DRESDEN BLUE,DRESDEN BLUE,202007,Continuo,727,6281.71
Lavamano,LAVAMANOS SHELBY DRESDEN BLUE,DRESDEN BLUE,202008,Continuo,579,4079.75
Lavamano,LAVAMANOS SHELBY DRESDEN BLUE,DRESDEN BLUE,202009,Continuo,330,2890.31
Lavamano,LAVAMANOS SHELBY DRESDEN BLUE,DRESDEN BLUE,202010,Continuo,540,4700.12
Lavamano,LAVAMANOS SHELBY DRESDEN BLUE,DRESDEN BLUE,202011,Continuo,374,3170.61
Lavamano,LAVAMANOS SHELBY DRESDEN BLUE,DRESDEN BLUE,202012,Continuo,330,3024.62
Lavamano,LAVAMANOS SHELBY VERDE MIST,VERDE MIST,202001,Continuo,328,2895.73
Lavamano,LAVAMANOS SHELBY VERDE MIST,VERDE MIST,202002,Continuo,283,2522.16
Lavamano,LAVAMANOS SHELBY VERDE MIST,VERDE MIST,202003,Continuo,123,1137.66
Lavamano,LAVAMANOS SHELBY VERDE MIST,VERDE MIST,202005,Continuo,60,520.39
Lavamano,LAVAMANOS SHELBY VERDE MIST,VERDE MIST,202006,Continuo,778,6866.17
Lavamano,LAVAMANOS SHELBY VERDE MIST,VERDE MIST,202007,Continuo,665,5959.86
Lavamano,LAVAMANOS SHELBY VERDE MIST,VERDE MIST,202008,Continuo,560,4266
Lavamano,LAVAMANOS SHELBY VERDE MIST,VERDE MIST,202009,Continuo,474,3936.64
Lavamano,LAVAMANOS SHELBY VERDE MIST,VERDE MIST,202010,Continuo,663,4359.22
Lavamano,LAVAMANOS SHELBY VERDE MIST,VERDE MIST,202011,Continuo,535,3824.7
Lavamano,LAVAMANOS SHELBY VERDE MIST,VERDE MIST,202012,Continuo,,
Lavamano,LAVATORIO POMPANO PLUS BLANCO,BLANCO,202001,Continuo,6,159.06
Lavamano,LAVATORIO POMPANO PLUS BLANCO,BLANCO,202002,Continuo,34,747.84
Lavamano,LAVATORIO POMPANO PLUS BLANCO,BLANCO,202003,Continuo,3,70.02
Lavamano,LAVATORIO POMPANO PLUS BLANCO,BLANCO,202005,Continuo,1,0
Lavamano,LAVATORIO POMPANO PLUS BLANCO,BLANCO,202006,Continuo,4,104.07
Lavamano,LAVATORIO POMPANO PLUS BLANCO,BLANCO,202007,Continuo,2,52.04
Lavamano,LAVATORIO POMPANO PLUS BLANCO,BLANCO,202008,Continuo,0,118.04
Lavamano,LAVATORIO POMPANO PLUS BLANCO,BLANCO,202009,Continuo,5,114.02
Lavamano,LAVATORIO POMPANO PLUS BLANCO,BLANCO,202010,Continuo,8,180.02
Lavamano,LAVATORIO POMPANO PLUS BLANCO,BLANCO,202011,Continuo,0,48.02
Lavamano,LAVATORIO POMPANO PLUS BLANCO,BLANCO,202012,Continuo,11,271.48
OPiece,ONE PIECE OASIS EF RIMLESS POWER C BL-ST,BLANCO,202001,Continuo,1114,84736.04
OPiece,ONE PIECE OASIS EF RIMLESS POWER C BL-ST,BLANCO,202002,Continuo,719,55633.57
OPiece,ONE PIECE OASIS EF RIMLESS POWER C BL-ST,BLANCO,202003,Continuo,446,34580.95
OPiece,ONE PIECE OASIS EF RIMLESS POWER C BL-ST,BLANCO,202004,Continuo,88,5823.98
OPiece,ONE PIECE OASIS EF RIMLESS POWER C BL-ST,BLANCO,202005,Continuo,119,8685.37
OPiece,ONE PIECE OASIS EF RIMLESS POWER C BL-ST,BLANCO,202006,Continuo,431,32719.44
OPiece,ONE PIECE OASIS EF RIMLESS POWER C BL-ST,BLANCO,202007,Continuo,452,34592.03
OPiece,ONE PIECE OASIS EF RIMLESS POWER C BL-ST,BLANCO,202008,Continuo,464,35340.69
OPiece,ONE PIECE OASIS EF RIMLESS POWER C BL-ST,BLANCO,202009,Continuo,750,56201.41
OPiece,ONE PIECE OASIS EF RIMLESS POWER C BL-ST,BLANCO,202010,Continuo,616,44149.03
OPiece,ONE PIECE OASIS EF RIMLESS POWER C BL-ST,BLANCO,202011,Continuo,651,48267.25
OPiece,ONE PIECE OASIS EF RIMLESS POWER C BL-ST,BLANCO,202012,Continuo,782,42881.07
OPiece,ONE PIECE RIVOLI EF BLANCO,BLANCO,202001,Continuo,210,34364.86
OPiece,ONE PIECE RIVOLI EF BLANCO,BLANCO,202002,Continuo,81,14221.66
OPiece,ONE PIECE RIVOLI EF BLANCO,BLANCO,202003,Continuo,46,7859.12
OPiece,ONE PIECE RIVOLI EF BLANCO,BLANCO,202004,Continuo,1,206.4
OPiece,ONE PIECE RIVOLI EF BLANCO,BLANCO,202005,Continuo,10,2157.1
OPiece,ONE PIECE RIVOLI EF BLANCO,BLANCO,202006,Continuo,65,11566.27
OPiece,ONE PIECE RIVOLI EF BLANCO,BLANCO,202007,Continuo,76,14053.39
OPiece,ONE PIECE RIVOLI EF BLANCO,BLANCO,202008,Continuo,130,22864.24
OPiece,ONE PIECE RIVOLI EF BLANCO,BLANCO,202009,Continuo,,
OPiece,ONE PIECE RIVOLI EF BLANCO,BLANCO,202010,Continuo,134,21466.32
OPiece,ONE PIECE RIVOLI EF BLANCO,BLANCO,202011,Continuo,95,18047.44
OPiece,ONE PIECE RIVOLI EF BLANCO,BLANCO,202012,Continuo,46,9274.61
OPiece,VITTORIA RIMLESS BLANCO STATUS,BLANCO,202001,Continuo,419,33970.23
OPiece,VITTORIA RIMLESS BLANCO STATUS,BLANCO,202002,Continuo,732,59050.73
OPiece,VITTORIA RIMLESS BLANCO STATUS,BLANCO,202003,Continuo,296,24566.3
OPiece,VITTORIA RIMLESS BLANCO STATUS,BLANCO,202004,Continuo,1,0
OPiece,VITTORIA RIMLESS BLANCO STATUS,BLANCO,202005,Continuo,51,5064.47
OPiece,VITTORIA RIMLESS BLANCO STATUS,BLANCO,202006,Continuo,228,21083.45
OPiece,VITTORIA RIMLESS BLANCO STATUS,BLANCO,202007,Continuo,351,31824.31
OPiece,VITTORIA RIMLESS BLANCO STATUS,BLANCO,202008,Continuo,320,24237.71
OPiece,VITTORIA RIMLESS BLANCO STATUS,BLANCO,202009,Continuo,280,22543.45
OPiece,VITTORIA RIMLESS BLANCO STATUS,BLANCO,202010,Continuo,275,23523.12
OPiece,VITTORIA RIMLESS BLANCO STATUS,BLANCO,202011,Continuo,290,26253.83
OPiece,VITTORIA RIMLESS BLANCO STATUS,BLANCO,202012,Continuo,275,22592.99
OPiece,IND. SMART BRIGGS BLANCO,BLANCO,202001,Esporadico,3,3376.07
OPiece,IND. SMART BRIGGS BLANCO,BLANCO,202002,Esporadico,1,1139.51
OPiece,IND. SMART BRIGGS BLANCO,BLANCO,202003,Esporadico,3,2976.95
OPiece,IND. SMART BRIGGS BLANCO,BLANCO,202007,Esporadico,4,4190.29
OPiece,IND. SMART BRIGGS BLANCO,BLANCO,202008,Esporadico,5,4209.79
OPiece,IND. SMART BRIGGS BLANCO,BLANCO,202009,Esporadico,7,6304.63
OPiece,IND. SMART BRIGGS BLANCO,BLANCO,202010,Esporadico,1,1324.95
OPiece,IND. SMART BRIGGS BLANCO,BLANCO,202011,Esporadico,,
OPiece,IND. SMART BRIGGS BLANCO,BLANCO,202012,Esporadico,3,2962.91
OPiece,ONE PIECE EGO EF BLANCO PURE-FORLI,BLANCO,202001,Continuo,690,71858.86
OPiece,ONE PIECE EGO EF BLANCO PURE-FORLI,BLANCO,202002,Continuo,574,60050.35
OPiece,ONE PIECE EGO EF BLANCO PURE-FORLI,BLANCO,202003,Continuo,203,22247.97
OPiece,ONE PIECE EGO EF BLANCO PURE-FORLI,BLANCO,202005,Continuo,,
OPiece,ONE PIECE EGO EF BLANCO PURE-FORLI,BLANCO,202006,Continuo,363,38653.82
OPiece,ONE PIECE EGO EF BLANCO PURE-FORLI,BLANCO,202007,Continuo,698,74064.97
OPiece,ONE PIECE EGO EF BLANCO PURE-FORLI,BLANCO,202008,Continuo,473,49641.38
OPiece,ONE PIECE EGO EF BLANCO PURE-FORLI,BLANCO,202009,Continuo,603,62329.14
OPiece,ONE PIECE EGO EF BLANCO PURE-FORLI,BLANCO,202010,Continuo,342,37130.6
OPiece,ONE PIECE EGO EF BLANCO PURE-FORLI,BLANCO,202011,Continuo,430,44818.65
OPiece,ONE PIECE EGO EF BLANCO PURE-FORLI,BLANCO,202012,Continuo,537,57292.64
OPiece,ONE PIECE EGO EF BONE PURE-FORLI,BONE,202001,Continuo,141,15495.16
OPiece,ONE PIECE EGO EF BONE PURE-FORLI,BONE,202002,Continuo,104,11489.48
OPiece,ONE PIECE EGO EF BONE PURE-FORLI,BONE,202003,Continuo,35,4022.43
OPiece,ONE PIECE EGO EF BONE PURE-FORLI,BONE,202005,Continuo,2,250.71
OPiece,ONE PIECE EGO EF BONE PURE-FORLI,BONE,202006,Continuo,106,12381.97
OPiece,ONE PIECE EGO EF BONE PURE-FORLI,BONE,202007,Continuo,96,11403.9
OPiece,ONE PIECE EGO EF BONE PURE-FORLI,BONE,202008,Continuo,80,9381.41
OPiece,ONE PIECE EGO EF BONE PURE-FORLI,BONE,202009,Continuo,89,9699.43
OPiece,ONE PIECE EGO EF BONE PURE-FORLI,BONE,202010,Continuo,89,10052.92
OPiece,ONE PIECE EGO EF BONE PURE-FORLI,BONE,202011,Continuo,48,5101.45
OPiece,ONE PIECE EGO EF BONE PURE-FORLI,BONE,202012,Continuo,64,7713.72
OPiece,ONE PIECE EGO PURE RF BLANCO-CROWN,BLANCO,202001,Continuo,398,40892.48
OPiece,ONE PIECE EGO PURE RF BLANCO-CROWN,BLANCO,202002,Continuo,357,35328.55
OPiece,ONE PIECE EGO PURE RF BLANCO-CROWN,BLANCO,202003,Continuo,156,15662.11
OPiece,ONE PIECE EGO PURE RF BLANCO-CROWN,BLANCO,202005,Continuo,29,3081.49
OPiece,ONE PIECE EGO PURE RF BLANCO-CROWN,BLANCO,202006,Continuo,277,28193.43
OPiece,ONE PIECE EGO PURE RF BLANCO-CROWN,BLANCO,202007,Continuo,413,41823.48
OPiece,ONE PIECE EGO PURE RF BLANCO-CROWN,BLANCO,202008,Continuo,294,29128.99
OPiece,ONE PIECE EGO PURE RF BLANCO-CROWN,BLANCO,202009,Continuo,352,32426.87
OPiece,ONE PIECE EGO PURE RF BLANCO-CROWN,BLANCO,202010,Continuo,297,30645.36
OPiece,ONE PIECE EGO PURE RF BLANCO-CROWN,BLANCO,202011,Continuo,318,31768.56
OPiece,ONE PIECE EGO PURE RF BLANCO-CROWN,BLANCO,202012,Continuo,401,39164.14
OPiece,ONE PIECE EGO PURE RF BONE-CROWN,BONE,202001,Continuo,43,4482.63
OPiece,ONE PIECE EGO PURE RF BONE-CROWN,BONE,202002,Continuo,60,6496.61
OPiece,ONE PIECE EGO PURE RF BONE-CROWN,BONE,202003,Continuo,12,1447.26
OPiece,ONE PIECE EGO PURE RF BONE-CROWN,BONE,202005,Continuo,7,728.81
OPiece,ONE PIECE EGO PURE RF BONE-CROWN,BONE,202006,Continuo,,
OPiece,ONE PIECE EGO PURE RF BONE-CROWN,BONE,202007,Continuo,43,4663.03
OPiece,ONE PIECE EGO PURE RF BONE-CROWN,BONE,202008,Continuo,43,4799.57
OPiece,ONE PIECE EGO PURE RF BONE-CROWN,BONE,202009,Continuo,48,5072.3
OPiece,ONE PIECE EGO PURE RF BONE-CROWN,BONE,202010,Continuo,27,2901.83
OPiece,ONE PIECE EGO PURE RF BONE-CROWN,BONE,202011,Continuo,98,10512.87
OPiece,ONE PIECE EGO PURE RF BONE-CROWN,BONE,202012,Continuo,43,4689.54
OPiece,ONE PIECE FONTE EF BLANCO,BLANCO,202001,Continuo,13,2954.34
OPiece,ONE PIECE FONTE EF BLANCO,BLANCO,202002,Continuo,4,904.73
OPiece,ONE PIECE FONTE EF BLANCO,BLANCO,202003,Continuo,24,4675.98
OPiece,ONE PIECE FONTE EF BLANCO,BLANCO,202005,Continuo,2,420.75
OPiece,ONE PIECE FONTE EF BLANCO,BLANCO,202006,Continuo,14,3121.62
OPiece,ONE PIECE FONTE EF BLANCO,BLANCO,202007,Continuo,18,3860.88
OPiece,ONE PIECE FONTE EF BLANCO,BLANCO,202008,Continuo,,
OPiece,ONE PIECE FONTE EF BLANCO,BLANCO,202009,Continuo,86,12577.75
OPiece,ONE PIECE FONTE EF BLANCO,BLANCO,202010,Continuo,101,17308.8
OPiece,ONE PIECE FONTE EF BLANCO,BLANCO,202011,Continuo,69,12724.63
OPiece,ONE PIECE FONTE EF BLANCO,BLANCO,202012,Continuo,20,4202.04
OPiece,ONE PIECE FONTE PURE BLANCO,BLANCO,202001,Esporadico,113,19475.03
OPiece,ONE PIECE FONTE PURE BLANCO,BLANCO,202002,Esporadico,100,20250.93
OPiece,ONE PIECE FONTE PURE BLANCO,BLANCO,202003,Esporadico,32,7036.11
OPiece,ONE PIECE FONTE PURE BLANCO,BLANCO,202005,Esporadico,3,440.95
OPiece,ONE PIECE FONTE PURE BLANCO,BLANCO,202006,Esporadico,45,9954.81
OPiece,ONE PIECE FONTE PURE BLANCO,BLANCO,202007,Esporadico,117,14851.69
OPiece,ONE PIECE FONTE PURE BLANCO,BLANCO,202008,Esporadico,83,17106.07
OPiece,ONE PIECE FONTE PURE BLANCO,BLANCO,202009,Esporadico,86,16067.01
OPiece,ONE PIECE FONTE PURE BLANCO,BLANCO,202010,Esporadico,43,8669.55
OPiece,ONE PIECE FONTE PURE BLANCO,BLANCO,202011,Esporadico,3,715.35
OPiece,ONE PIECE FONTE PURE BLANCO,BLANCO,202012,Esporadico,1,226.18
OPiece,ONE PIECE KINGSLEY AD. INT. EF BL-PRATO,BLANCO,202001,Continuo,103,16555.35
OPiece,ONE PIECE KINGSLEY AD. INT. EF BL-PRATO,BLANCO,202002,Continuo,79,11555.82
OPiece,ONE PIECE KINGSLEY AD. INT. EF BL-PRATO,BLANCO,202003,Continuo,50,7907.19
OPiece,ONE PIECE KINGSLEY AD. INT. EF BL-PRATO,BLANCO,202005,Continuo,7,1300.43
OPiece,ONE PIECE KINGSLEY AD. INT. EF BL-PRATO,BLANCO,202006,Continuo,26,4335.64
OPiece,ONE PIECE KINGSLEY AD. INT. EF BL-PRATO,BLANCO,202007,Continuo,231,28530.62
OPiece,ONE PIECE KINGSLEY AD. INT. EF BL-PRATO,BLANCO,202008,Continuo,42,6594.41
OPiece,ONE PIECE KINGSLEY AD. INT. EF BL-PRATO,BLANCO,202009,Continuo,157,20566.91
OPiece,ONE PIECE KINGSLEY AD. INT. EF BL-PRATO,BLANCO,202010,Continuo,157,25625.53
OPiece,ONE PIECE KINGSLEY AD. INT. EF BL-PRATO,BLANCO,202011,Continuo,130,20323.25
OPiece,ONE PIECE KINGSLEY AD. INT. EF BL-PRATO,BLANCO,202012,Continuo,120,19329.21
OPiece,ONE PIECE KINGSLEY AD. INT. EF BO-PRATO,BONE,202001,Esporadico,11,1732.03
OPiece,ONE PIECE KINGSLEY AD. INT. EF BO-PRATO,BONE,202002,Esporadico,21,3319.68
OPiece,ONE PIECE KINGSLEY AD. INT. EF BO-PRATO,BONE,202003,Esporadico,1,0
OPiece,ONE PIECE KINGSLEY AD. INT. EF BO-PRATO,BONE,202005,Esporadico,,
OPiece,ONE PIECE KINGSLEY AD. INT. EF BO-PRATO,BONE,202006,Esporadico,10,1617.19
OPiece,ONE PIECE KINGSLEY AD. INT. EF BO-PRATO,BONE,202007,Esporadico,1,255.07
OPiece,ONE PIECE KINGSLEY AD. INT. EF BO-PRATO,BONE,202008,Esporadico,12,2205.59
OPiece,ONE PIECE KINGSLEY AD. INT. EF BO-PRATO,BONE,202009,Esporadico,7,1281.71
OPiece,ONE PIECE KINGSLEY AD. INT. EF BO-PRATO,BONE,202010,Esporadico,10,1840.02
OPiece,ONE PIECE KINGSLEY AD. INT. EF BO-PRATO,BONE,202011,Esporadico,11,2122.2
OPiece,ONE PIECE KINGSLEY AD. INT. EF BO-PRATO,BONE,202012,Esporadico,,
OPiece,ONE PIECE KINGSLEY AD. INT. RF BL-CROWN,BLANCO,202001,Continuo,,
OPiece,ONE PIECE KINGSLEY AD. INT. RF BL-CROWN,BLANCO,202002,Continuo,95,11437.83
OPiece,ONE PIECE KINGSLEY AD. INT. RF BL-CROWN,BLANCO,202003,Continuo,81,9766.35
OPiece,ONE PIECE KINGSLEY AD. INT. RF BL-CROWN,BLANCO,202005,Continuo,43,4960.52
OPiece,ONE PIECE KINGSLEY AD. INT. RF BL-CROWN,BLANCO,202006,Continuo,97,12418.45
OPiece,ONE PIECE KINGSLEY AD. INT. RF BL-CROWN,BLANCO,202007,Continuo,95,10581.72
OPiece,ONE PIECE KINGSLEY AD. INT. RF BL-CROWN,BLANCO,202008,Continuo,87,11289.25
OPiece,ONE PIECE KINGSLEY AD. INT. RF BL-CROWN,BLANCO,202009,Continuo,72,9615.64
OPiece,ONE PIECE KINGSLEY AD. INT. RF BL-CROWN,BLANCO,202010,Continuo,64,8433.61
